fkUnidade;fkCargo;fkTipo;fkTempo_Inicio;fkTempo_Termino;fkLocal_Origem;fkLocal_Destino;ValorPassagem
1733;4;1;;;273;273;
1733;1;1;;;306;289;337,44
1733;1;1;;;273;273;
1733;28;1;;;289;306;211,02
1733;30;1;;;306;289;306,67
1733;1;1;;;306;289;268,23
1733;1;1;;;273;273;
1733;1;1;;;306;289;306,67
1733;28;1;;;306;289;138,01
1733;1;1;;;273;273;
1733;1;1;;;306;289;281,87
1733;3;1;;;306;289;138,01
1734;13;1;;;289;306;0,01
1734;13;1;;;306;289;332,54
1734;13;1;;;273;273;
1735;28;1;;;306;289;404,01
1735;28;1;;;273;273;
1735;129;1;;;306;289;345,11
1735;129;1;;;289;306;212,47
1735;28;1;;;306;289;350,57
1735;28;1;;;273;273;
1735;28;1;;;289;306;167,36
1735;28;1;;;306;289;404,01
1735;28;1;;;273;273;
1735;28;1;;;306;289;404,01
1735;28;1;;;289;306;131,36
1735;28;1;;;306;289;211,02
1735;28;1;;;306;289;404,01
1735;58;1;;;289;306;211,02
1735;58;1;;;273;273;
1735;28;1;;;306;289;404,01
1735;28;1;;;273;273;
1735;129;1;;;306;289;404,01
1735;129;1;;;273;273;
1735;28;1;;;273;273;
1735;28;1;;;306;289;403,62
1735;28;1;;;273;273;
1735;22;1;;;306;289;412,07
1735;22;1;;;273;273;
1735;28;1;;;306;289;350,57
1735;28;1;;;273;273;
1735;28;1;;;306;289;345,11
1735;1;1;;;306;289;211,04
1735;1;1;;;273;273;
1735;28;1;;;306;289;461,06
1735;33;1;;;289;306;167,36
1735;1;1;;;306;289;404,01
1735;1;1;;;306;289;210,06
1735;1;1;;;289;306;212,47
1735;28;1;;;306;289;350,57
1735;28;1;;;273;273;
1735;15;2;;;273;273;
1735;15;2;;;273;273;
1735;111;1;;;306;289;404,01
1735;111;1;;;273;273;
1735;111;1;;;306;289;420,95
1735;111;1;;;273;273;
1735;2;1;;;306;289;338,82
1735;16;1;;;306;289;404,01
1735;16;1;;;273;273;
1735;1;1;;;289;306;211,02
1738;58;1;;;289;306;209,93
1738;58;1;;;306;289;211,02
1738;58;1;;;273;273;
1738;68;1;;;306;289;211,02
1738;68;1;;;289;306;209,93
1738;68;1;;;273;273;
1738;57;1;;;306;289;211,02
1738;57;1;;;289;306;209,93
1738;57;1;;;289;306;172,41
1738;59;1;;;306;289;211,03
1738;59;1;;;289;306;211,03
1738;59;1;;;273;273;
1738;57;1;;;306;289;212,47
1738;57;1;;;306;289;211,02
1738;57;1;;;289;306;209,93
1738;57;1;;;289;306;121,35
1738;57;1;;;289;306;196,33
1739;35;1;;;306;289;408,51
1739;4;1;;;306;289;420,97
1739;4;1;;;273;273;
1739;95;1;;;306;289;420,97
1739;95;1;;;273;273;
1739;4;1;;;163;307;18,08
1739;4;1;;;307;266;3.007,56
1739;4;1;;;299;163;2.658,95
1739;4;1;;;306;289;211,15
1739;4;1;;;289;306;71,51
1739;4;1;;;273;273;
1740;3;1;;;306;289;420,95
1740;3;1;;;273;273;
1741;16;1;;;289;306;1,09
1741;16;1;;;306;289;278,40
1741;16;1;;;273;273;
1741;16;1;;;306;289;211,15
1741;16;1;;;289;306;210,06
1741;4;1;;;306;289;211,02
1741;4;1;;;289;306;209,93
1741;4;1;;;273;273;
1741;16;1;;;245;307;172,41
1741;16;1;;;273;273;
1741;16;1;;;306;289;340,21
1741;16;1;;;273;273;
1741;16;1;;;306;289;211,02
1741;16;1;;;289;306;209,93
1741;45;1;;;289;306;763,05
1741;45;1;;;289;306;170,00
1741;45;1;;;273;273;
1741;62;1;;;289;306;211,15
1741;62;1;;;306;289;148,46
1741;62;1;;;273;273;
1741;62;1;;;306;289;210,06
1741;62;1;;;289;306;211,15
1742;3;1;;;306;289;404,01
1742;3;1;;;273;273;
1742;28;1;;;290;306;172,41
1742;28;1;;;273;273;
1742;28;1;;;306;289;420,95
1742;28;1;;;289;306;198,74
1742;28;1;;;273;273;
1742;22;1;;;306;289;422,53
1742;22;1;;;273;273;
1742;28;1;;;289;306;891,40
1742;28;1;;;273;273;
1742;64;1;;;273;273;
1742;64;1;;;289;306;211,02
1742;64;1;;;273;273;
1742;28;1;;;306;289;396,57
1742;28;1;;;273;273;
1742;16;1;;;306;289;420,95
1742;16;1;;;273;273;
1742;28;1;;;289;306;1,09
1742;28;1;;;306;289;337,71
1742;28;1;;;273;273;
1743;27;1;;;306;289;306,67
1743;27;1;;;273;273;
1743;45;1;;;306;290;381,79
1743;28;1;;;306;289;344,33
1743;28;1;;;289;306;211,02
1743;16;1;;;306;289;345,11
1743;27;1;;;306;289;396,57
1743;27;1;;;306;289;306,67
1743;27;1;;;289;306;236,26
1743;16;1;;;306;289;211,03
1743;16;1;;;273;273;
1743;16;1;;;289;306;211,02
1743;16;1;;;306;289;211,02
1743;22;1;;;306;289;247,77
1743;22;1;;;289;306;1,09
1743;22;1;;;306;289;186,60
1743;22;1;;;273;273;
1743;27;1;;;306;289;311,22
1745;16;1;;;306;289;211,02
1745;16;1;;;289;306;211,02
1745;16;1;;;273;273;
1745;16;1;;;306;289;420,95
1745;16;1;;;273;273;
1745;15;2;;;306;289;118,54
1745;15;2;;;289;306;211,03
1745;15;2;;;273;273;
1746;2;1;;;306;289;118,54
1746;2;1;;;289;306;133,67
1746;2;1;;;273;273;
1746;1;1;;;289;306;2,41
1746;1;1;;;306;289;401,21
1746;1;1;;;273;273;
1746;1;1;;;306;289;307,06
1746;1;1;;;273;273;
1746;1;1;;;306;289;420,95
1746;1;1;;;289;306;209,93
1746;1;1;;;273;273;
1746;1;1;;;306;289;306,67
1746;1;1;;;306;289;192,52
1746;1;1;;;289;306;0,01
1746;1;1;;;306;289;339,14
1746;1;1;;;273;273;
1746;1;1;;;289;306;172,41
1746;28;1;;;306;289;306,67
1746;28;1;;;273;273;
1746;103;1;;;289;306;147,06
1746;103;1;;;306;289;211,02
1746;1;1;;;306;289;307,06
1746;1;1;;;273;273;
1746;1;1;;;289;306;147,06
1746;1;1;;;306;289;211,02
1746;103;1;;;306;289;311,63
1746;103;1;;;273;273;
1746;103;1;;;289;306;211,02
1746;28;1;;;273;273;
1746;28;1;;;289;306;198,74
1746;28;1;;;306;289;226,15
1746;28;1;;;306;289;306,67
1746;28;1;;;306;289;210,06
1746;1;1;;;273;273;
1746;1;1;;;306;289;281,87
1746;1;1;;;273;273;
1746;28;1;;;306;289;211,02
1746;1;1;;;289;306;211,02
1746;1;1;;;306;289;211,02
1746;28;1;;;306;289;281,77
1746;28;1;;;273;273;
1746;28;1;;;306;289;306,67
1746;28;1;;;306;289;306,67
1746;1;1;;;289;306;211,02
1746;1;1;;;306;289;211,02
1746;1;1;;;306;289;293,03
1746;1;1;;;273;273;
1746;1;1;;;306;289;222,97
1746;28;1;;;306;289;279,49
1746;28;1;;;273;273;
1746;28;1;;;289;306;212,47
1746;28;1;;;306;289;337,44
1746;28;1;;;306;289;847,56
1746;28;1;;;273;273;
1746;28;1;;;306;289;311,63
1746;28;1;;;273;273;
1746;28;1;;;306;289;138,01
1746;28;1;;;273;273;
1746;28;1;;;289;306;286,21
1746;28;1;;;273;273;
1746;28;1;;;289;306;420,95
1746;28;1;;;273;273;
1746;28;1;;;273;273;
1746;28;1;;;273;273;
1746;28;1;;;273;273;
1746;22;1;;;273;273;
1746;22;1;;;306;289;306,67
1746;22;1;;;289;306;198,74
1746;33;1;;;289;307;174,36
1746;22;1;;;306;289;306,67
1746;1;1;;;306;289;345,11
1746;1;1;;;273;273;
1746;28;1;;;289;306;0,01
1746;28;1;;;306;289;420,12
1746;28;1;;;273;273;
1746;28;1;;;306;289;306,67
1746;28;1;;;273;273;
1746;28;1;;;289;306;198,74
1746;1;1;;;306;289;306,67
1746;1;1;;;273;273;
1746;1;1;;;306;289;396,57
1746;1;1;;;273;273;
1746;1;1;;;306;289;306,67
1746;1;1;;;273;273;
1746;1;1;;;306;289;211,02
1747;16;1;;;306;289;422,27
1747;4;1;;;307;211;402,00
1747;4;1;;;211;307;404,04
1747;16;1;;;306;289;344,33
1747;30;1;;;306;289;420,95
1747;30;1;;;289;306;198,74
1747;30;1;;;273;273;
1748;28;1;;;306;289;304,33
1748;28;1;;;306;289;344,33
1748;28;1;;;306;289;306,67
1748;28;1;;;289;306;274,86
1748;1;1;;;306;289;306,67
1748;1;1;;;306;289;306,67
1748;1;1;;;306;289;311,22
1748;1;1;;;306;289;118,54
1748;1;1;;;289;306;211,02
1748;1;1;;;289;306;28,75
1748;1;1;;;289;306;211,02
1748;1;1;;;306;289;293,03
1748;1;1;;;273;273;
1748;1;1;;;306;289;247,77
1748;28;1;;;306;289;187,69
1748;28;1;;;289;306;212,34
1748;1;1;;;306;289;396,57
1748;1;1;;;273;273;
1748;33;1;;;306;289;345,11
1748;33;1;;;273;273;
1748;28;1;;;306;289;396,57
1748;111;1;;;273;273;
1748;111;1;;;306;289;247,77
1748;111;1;;;289;306;211,02
1748;33;1;;;289;306;211,02
1748;28;1;;;306;289;306,67
1748;1;1;;;306;289;211,81
1748;1;1;;;273;273;
1748;1;1;;;289;306;211,02
1748;1;1;;;306;289;118,54
1748;1;1;;;273;273;
1748;28;1;;;306;289;247,77
1748;1;1;;;306;289;306,67
1748;1;1;;;306;289;118,54
1748;1;1;;;273;273;
1748;1;1;;;289;306;211,02
1748;28;1;;;306;289;306,67
1748;28;1;;;306;289;306,67
1748;28;1;;;273;273;
1748;28;1;;;306;289;413,89
1748;28;1;;;289;306;156,82
1748;28;1;;;289;306;211,02
1748;22;1;;;273;273;
1748;22;1;;;289;306;211,02
1748;1;1;;;289;306;147,06
1748;1;1;;;306;289;211,02
1748;1;1;;;306;289;311,63
1748;103;1;;;290;292;1,09
1748;103;1;;;292;290;654,77
1748;28;1;;;306;289;337,44
1748;28;1;;;273;273;
1748;4;1;;;306;289;211,02
1748;4;1;;;289;306;133,67
1748;22;1;;;306;289;306,67
1748;1;1;;;306;289;118,54
1748;1;1;;;289;306;28,75
1748;1;1;;;273;273;
1748;1;1;;;273;273;
1748;1;1;;;306;289;306,67
1748;22;1;;;306;289;166,37
1748;28;1;;;273;273;
1748;28;1;;;289;306;167,36
1748;28;1;;;289;306;181,18
1748;1;1;;;306;289;118,54
1748;1;1;;;273;273;
1748;1;1;;;289;306;211,02
1748;1;1;;;306;289;118,54
1748;1;1;;;273;273;
1748;1;1;;;306;289;247,77
1748;1;1;;;289;306;75,24
1748;1;1;;;289;306;0,01
1748;1;1;;;306;289;295,62
1748;1;1;;;289;306;211,02
1748;28;1;;;306;289;334,57
1748;28;1;;;289;306;211,02
1748;22;1;;;289;306;147,06
1748;22;1;;;306;289;211,02
1748;1;1;;;306;289;306,67
1748;28;1;;;306;289;396,57
1748;28;1;;;273;273;
1748;1;1;;;306;289;284,97
1748;28;1;;;273;273;
1748;28;1;;;306;289;344,33
1748;28;1;;;273;273;
1748;28;1;;;273;273;
1748;1;1;;;306;289;118,54
1748;1;1;;;273;273;
1748;1;1;;;289;306;211,02
1748;105;1;;;290;292;1,09
1748;105;1;;;292;290;831,48
1748;1;1;;;306;289;396,57
1748;1;1;;;273;273;
1748;28;1;;;306;289;396,57
1748;28;1;;;289;306;205,00
1748;28;1;;;289;306;224,04
1748;28;1;;;273;273;
1748;28;1;;;306;289;396,57
1748;33;1;;;289;306;147,06
1748;33;1;;;306;289;211,02
1748;33;1;;;306;289;646,17
1748;1;1;;;306;289;413,89
1748;1;1;;;273;273;
1748;1;1;;;306;289;396,57
1748;1;1;;;289;306;212,47
1748;1;1;;;306;289;241,20
1748;1;1;;;273;273;
1748;28;1;;;306;289;420,95
1748;28;1;;;306;289;358,40
1748;28;1;;;273;273;
1748;28;1;;;306;289;306,67
1748;28;1;;;306;289;306,67
1748;22;1;;;306;289;247,77
1749;2;1;;;306;289;311,63
1749;2;1;;;273;273;
1749;13;1;;;306;289;222,97
1749;13;1;;;273;273;
1749;13;1;;;289;306;211,02
1749;13;1;;;273;273;
1749;3;1;;;306;289;192,52
1749;16;1;;;289;306;147,06
1749;16;1;;;306;289;211,02
1751;35;1;;;306;289;392,78
1752;28;1;;;289;306;163,20
1752;28;1;;;273;273;
1752;16;1;;;289;306;223,94
1752;16;1;;;306;289;211,02
1752;106;1;;;289;306;170,13
1752;106;1;;;273;273;
1752;106;1;;;306;289;211,15
1752;106;1;;;289;306;157,06
1752;16;1;;;273;273;
1752;16;1;;;306;289;211,15
1752;62;1;;;306;289;211,02
1752;62;1;;;273;273;
1753;34;2;;;273;273;
1753;16;1;;;242;306;93,00
1753;16;1;;;306;242;481,79
1753;28;1;;;273;273;
1753;16;1;;;306;289;420,95
1753;16;1;;;273;273;
1753;16;1;;;307;326;4.019,65
1753;16;1;;;326;307;3.685,56
1753;16;1;;;273;273;
1753;15;2;;;319;306;440,39
1753;15;2;;;306;319;638,27
1753;16;1;;;289;306;209,93
1753;16;1;;;289;306;172,41
1753;16;1;;;306;289;211,02
1753;16;1;;;273;273;
1753;16;1;;;306;289;167,36
1753;16;1;;;289;306;133,67
1753;16;1;;;273;273;
1753;7;1;;;319;306;440,39
1753;7;1;;;306;319;638,27
1753;7;1;;;273;273;
1753;27;1;;;273;273;
1753;34;2;;;319;306;440,39
1753;34;2;;;306;319;638,27
1753;28;1;;;306;289;211,02
1753;28;1;;;289;306;211,02
1753;28;1;;;273;273;
1753;28;1;;;306;289;211,15
1753;28;1;;;289;306;210,06
1753;15;2;;;319;306;440,39
1753;15;2;;;306;319;638,27
1754;16;1;;;306;289;211,02
1754;16;1;;;273;273;
1754;46;1;;;306;289;355,44
1754;46;1;;;273;273;
1754;46;1;;;307;319;636,32
1754;46;1;;;319;307;1,09
1754;46;1;;;273;273;
1754;16;1;;;306;289;363,71
1754;46;1;;;306;289;404,01
1754;46;1;;;273;273;
1754;29;1;;;306;289;138,10
1754;29;1;;;289;306;211,14
1754;29;1;;;273;273;
1754;119;1;;;289;306;211,02
1754;119;1;;;289;167;461,26
1754;119;1;;;273;273;
1754;46;1;;;289;306;132,68
1754;46;1;;;273;273;
1754;46;1;;;306;289;344,33
1754;46;1;;;289;306;161,38
1754;29;1;;;306;289;211,04
1754;29;1;;;289;306;211,04
1754;29;1;;;273;273;
1754;119;1;;;289;306;211,02
1754;3;1;;;289;306;355,81
1754;3;1;;;273;273;
1754;46;1;;;306;289;211,02
1754;16;1;;;273;273;
1754;119;1;;;289;167;418,37
1754;119;1;;;273;273;
1754;119;1;;;289;319;296,14
1754;119;1;;;290;292;193,35
1754;29;1;;;289;306;211,02
1754;29;1;;;289;306;515,88
1754;29;1;;;306;289;462,38
1754;29;1;;;306;289;211,02
1754;16;1;;;289;306;1,09
1754;16;1;;;306;289;419,86
1754;16;1;;;273;273;
1754;119;1;;;306;289;211,15
1754;119;1;;;289;306;181,07
1754;119;1;;;273;273;
1754;119;1;;;290;292;271,46
1754;16;1;;;306;319;349,49
1754;16;1;;;319;307;151,19
1754;16;1;;;273;273;
1754;16;1;;;306;319;1.087,59
1754;16;1;;;273;273;
1754;119;1;;;306;289;211,15
1754;46;1;;;273;273;
1754;16;1;;;289;306;211,02
1754;16;1;;;306;289;133,67
1754;16;1;;;273;273;
1754;16;1;;;306;289;244,18
1754;16;1;;;289;306;282,48
1754;16;1;;;273;273;
1754;16;1;;;307;319;627,99
1754;16;1;;;273;273;
1754;29;1;;;319;306;420,27
1754;29;1;;;306;319;638,27
1754;119;1;;;289;306;211,02
1754;119;1;;;273;273;
1754;46;1;;;203;307;6.924,52
1754;46;1;;;307;203;9.194,43
1754;46;1;;;283;301;1.156,31
1754;46;1;;;301;283;1.408,06
1755;21;1;;;246;307;2.596,31
1755;21;1;;;307;246;2.832,97
1755;21;1;;;289;306;209,93
1755;21;1;;;306;289;211,02
1755;21;1;;;273;273;
1755;21;1;;;306;289;211,02
1755;21;1;;;289;306;174,37
1755;21;1;;;273;273;
1755;21;1;;;306;289;167,36
1755;21;1;;;289;306;133,67
1755;21;1;;;273;273;
1755;21;1;;;289;306;209,93
1755;21;1;;;306;289;211,02
1755;21;1;;;273;273;
1755;21;1;;;289;306;209,93
1755;21;1;;;306;289;211,02
1755;14;1;;;306;289;248,34
1755;14;1;;;273;273;
1755;14;1;;;306;289;211,15
1755;14;1;;;289;306;237,35
1755;21;1;;;306;289;211,02
1755;21;1;;;289;306;211,02
1755;21;1;;;273;273;
1756;28;1;;;306;289;211,03
1756;28;1;;;289;306;209,94
1756;28;1;;;273;273;
1756;28;1;;;306;289;404,01
1756;28;1;;;273;273;
1756;28;1;;;306;167;555,03
1756;28;1;;;273;273;
1756;16;1;;;306;167;555,03
1756;16;1;;;273;273;
1756;28;1;;;289;306;209,94
1756;28;1;;;306;289;133,67
1756;28;1;;;289;306;212,34
1756;28;1;;;273;273;
1757;4;1;;;269;307;18,08
1757;4;1;;;307;269;2.967,15
1757;4;1;;;140;269;2.551,86
1757;4;1;;;273;273;
1757;4;1;;;306;289;209,93
1757;4;1;;;289;306;211,02
1757;16;1;;;306;289;404,01
1757;16;1;;;273;273;
1757;16;1;;;289;306;209,94
1757;16;1;;;306;289;211,03
1757;16;1;;;273;273;
1757;16;1;;;306;289;118,54
1757;16;1;;;289;306;133,67
1757;16;1;;;273;273;
1758;18;1;;;306;319;512,36
1758;18;1;;;319;306;510,68
1758;18;1;;;273;273;
1758;30;1;;;306;319;636,30
1758;30;1;;;273;273;
1758;18;1;;;306;289;337,44
1758;18;1;;;306;289;230,70
1758;18;1;;;289;306;212,34
1758;18;1;;;273;273;
1758;18;1;;;289;306;209,93
1758;18;1;;;273;273;
1758;3;1;;;306;289;404,01
1758;3;1;;;273;273;
1758;30;1;;;306;289;211,02
1758;30;1;;;289;306;211,02
1758;30;1;;;273;273;
1758;30;1;;;160;240;2.914,93
1758;30;1;;;307;240;3.665,14
1758;30;1;;;273;273;
1758;30;1;;;306;289;211,15
1758;30;1;;;289;306;231,35
1758;30;1;;;306;289;167,36
1758;30;1;;;289;306;181,07
1758;30;1;;;273;273;
1758;30;1;;;306;319;632,53
1758;30;1;;;319;306;631,57
1758;30;1;;;273;273;
1758;30;1;;;306;259;1.240,04
1758;30;1;;;306;289;210,06
1758;30;1;;;289;306;155,74
1758;31;1;;;306;289;211,02
1758;31;1;;;289;306;209,93
1758;31;1;;;289;306;210,06
1758;31;1;;;289;306;178,79
1758;31;1;;;273;273;
1759;4;1;;;198;289;724,95
1759;4;1;;;289;198;0,01
1759;30;1;;;289;306;211,14
1759;30;1;;;273;273;
1759;30;1;;;289;306;211,02
1759;13;1;;;306;319;1.087,60
1759;13;1;;;273;273;
1760;30;1;;;306;319;732,17
1760;16;1;;;306;319;927,98
1760;16;1;;;273;273;
1760;2;1;;;306;319;198,12
1760;2;1;;;273;273;
1760;2;1;;;306;319;473,53
1760;2;1;;;319;306;170,00
1760;2;1;;;306;319;738,15
1760;4;1;;;306;319;436,22
1761;1;1;;;319;289;280,56
1761;1;1;;;290;319;313,31
1761;1;1;;;273;273;
1761;1;1;;;319;306;647,28
1761;1;1;;;319;289;280,56
1761;1;1;;;290;319;313,31
1761;1;1;;;273;273;
1761;1;1;;;319;289;622,56
1761;1;1;;;290;319;312,37
1761;1;1;;;273;273;
1761;28;1;;;319;289;374,56
1761;28;1;;;290;319;282,23
1761;1;1;;;307;279;1,09
1761;1;1;;;319;307;289,98
1761;1;1;;;279;306;355,48
1761;1;1;;;289;279;468,10
1761;1;1;;;279;289;392,39
1761;1;1;;;319;289;326,17
1761;1;1;;;290;319;601,91
1761;28;1;;;181;319;1,09
1761;28;1;;;319;181;1.248,34
1761;28;1;;;319;289;359,56
1761;28;1;;;290;319;282,23
1761;28;1;;;181;319;1,09
1761;28;1;;;319;181;872,34
1761;28;1;;;319;289;374,56
1761;28;1;;;290;319;312,37
1761;28;1;;;273;273;
1761;1;1;;;319;289;327,49
1761;1;1;;;289;319;542,09
1761;1;1;;;289;319;1,09
1761;1;1;;;319;289;1.130,18
1761;1;1;;;273;273;
1761;28;1;;;307;279;1,09
1761;28;1;;;319;307;289,98
1761;28;1;;;279;306;354,39
1761;28;1;;;306;319;1,09
1761;28;1;;;181;319;1,09
1761;28;1;;;319;181;872,34
1761;28;1;;;181;319;1,09
1761;28;1;;;319;181;872,34
1761;28;1;;;319;289;326,17
1761;28;1;;;290;319;274,09
1761;28;1;;;289;319;1,09
1761;28;1;;;319;289;744,64
1761;28;1;;;273;273;
1761;1;1;;;319;289;339,67
1761;1;1;;;290;319;601,91
1761;1;1;;;319;289;339,67
1761;1;1;;;289;319;539,68
1761;1;1;;;319;289;622,56
1761;1;1;;;290;319;312,37
1761;1;1;;;273;273;
1761;1;1;;;319;306;647,28
1761;1;1;;;319;289;562,56
1761;1;1;;;273;273;
1761;28;1;;;319;289;374,56
1761;28;1;;;290;319;282,23
1761;28;1;;;290;279;183,34
1761;28;1;;;279;307;187,88
1761;28;1;;;181;319;1,09
1761;28;1;;;319;181;1.073,34
1761;28;1;;;290;319;282,23
1761;28;1;;;319;289;339,21
1761;28;1;;;289;319;477,54
1761;28;1;;;289;319;355,69
1761;22;1;;;319;289;296,47
1761;22;1;;;290;319;282,23
1761;1;1;;;290;306;333,29
1761;33;1;;;289;319;539,68
1761;33;1;;;319;289;339,67
1761;111;1;;;319;289;280,56
1761;111;1;;;289;319;270,07
1761;111;1;;;273;273;
1761;1;1;;;319;289;280,56
1761;1;1;;;290;319;313,31
1761;1;1;;;273;273;
1761;28;1;;;319;289;374,56
1761;28;1;;;290;319;282,23
1761;28;1;;;290;279;183,34
1761;28;1;;;279;306;354,39
1761;28;1;;;306;319;1,09
1761;28;1;;;307;279;1,09
1761;28;1;;;319;307;289,98
1761;28;1;;;279;306;354,39
1761;28;1;;;306;319;1,09
1761;1;1;;;273;273;
1761;33;1;;;319;289;374,56
1761;1;1;;;319;289;622,56
1761;1;1;;;290;319;312,37
1761;1;1;;;273;273;
1761;1;1;;;289;319;542,09
1761;1;1;;;319;289;339,67
1761;1;1;;;290;319;601,91
1761;33;1;;;273;273;
1761;3;1;;;181;319;1,09
1761;3;1;;;319;181;1.122,34
1761;3;1;;;319;289;256,39
1761;3;1;;;290;319;603,23
1761;28;1;;;319;289;326,56
1761;28;1;;;290;319;282,23
1761;58;1;;;307;319;312,48
1761;58;1;;;273;273;
1761;1;1;;;319;289;822,56
1761;1;1;;;290;319;312,37
1761;1;1;;;273;273;
1761;1;1;;;319;306;647,28
1761;28;1;;;307;319;149,62
1761;28;1;;;319;307;252,72
1761;28;1;;;319;307;474,88
1761;1;1;;;289;306;237,35
1761;1;1;;;319;289;339,67
1761;1;1;;;289;319;232,94
1761;1;1;;;273;273;
1761;28;1;;;181;319;1,09
1761;28;1;;;319;181;1.248,34
1761;28;1;;;319;289;469,88
1761;28;1;;;290;319;473,53
1761;28;1;;;290;319;0,01
1761;28;1;;;273;273;
1761;33;1;;;289;319;1,09
1761;33;1;;;319;289;591,46
1761;28;1;;;289;319;231,85
1761;28;1;;;319;289;497,21
1761;28;1;;;273;273;
1761;28;1;;;306;319;638,27
1761;28;1;;;273;273;
1761;28;1;;;319;289;468,56
1761;28;1;;;290;319;163,67
1761;28;1;;;290;319;312,37
1761;28;1;;;273;273;
1761;33;1;;;279;289;392,39
1761;33;1;;;307;279;1,09
1761;33;1;;;319;307;289,98
1761;33;1;;;279;306;354,39
1761;33;1;;;306;319;1,09
1761;33;1;;;289;279;465,69
1761;28;1;;;162;290;913,54
1761;1;1;;;319;289;822,56
1761;1;1;;;290;319;312,37
1761;1;1;;;273;273;
1761;1;1;;;289;319;270,07
1761;1;1;;;273;273;
1762;28;1;;;306;289;211,02
1762;28;1;;;289;306;211,02
1762;3;1;;;306;289;211,14
1762;3;1;;;273;273;
1762;3;1;;;289;306;211,02
1762;3;1;;;306;289;420,95
1762;4;1;;;306;289;412,07
1762;4;1;;;273;273;
1762;4;1;;;289;306;211,02
1762;62;1;;;289;306;212,34
1762;62;1;;;273;273;
1763;16;1;;;289;306;187,69
1763;16;1;;;273;273;
1763;1;1;;;306;289;491,08
1763;1;1;;;289;306;211,02
1763;16;1;;;289;306;163,36
1763;16;1;;;273;273;
1763;16;1;;;306;289;886,24
1763;16;1;;;273;273;
1763;16;1;;;289;306;211,02
1763;16;1;;;273;273;
1763;27;1;;;273;273;
1763;30;1;;;289;306;211,02
1763;30;1;;;306;289;209,93
1763;30;1;;;273;273;
1763;127;1;;;319;289;443,69
1763;127;1;;;273;273;
1763;127;1;;;289;319;332,87
1763;3;1;;;306;289;573,10
1763;3;1;;;289;306;211,02
1763;3;1;;;273;273;
1763;33;1;;;289;306;211,02
1763;33;1;;;306;289;209,93
1763;22;1;;;290;279;450,85
1763;22;1;;;279;289;278,55
1763;28;1;;;289;306;211,02
1763;28;1;;;273;273;
1763;33;1;;;289;306;701,01
1763;28;1;;;290;279;450,85
1763;28;1;;;279;289;278,55
1763;1;1;;;273;273;
1764;34;5;;;292;306;327,61
1764;34;5;;;292;306;343,37
1764;30;1;;;306;289;167,36
1764;30;1;;;273;273;
1764;34;5;;;292;306;260,50
1765;28;1;;;306;289;226,15
1765;28;1;;;273;273;
1765;28;1;;;306;289;404,01
1765;58;1;;;289;306;211,02
1765;28;1;;;306;289;211,81
1765;28;1;;;289;307;154,58
1765;1;1;;;273;273;
1765;16;1;;;306;289;211,14
1765;16;1;;;273;273;
1765;16;1;;;273;273;
1765;1;1;;;273;273;
1765;1;1;;;289;306;118,54
1765;1;1;;;273;273;
1765;1;1;;;203;307;9.204,23
1765;1;1;;;307;203;11.524,28
1765;1;1;;;283;301;1.123,20
1765;1;1;;;301;283;1.379,76
1765;28;1;;;306;289;350,56
1765;28;1;;;273;273;
1765;42;1;;;273;273;
1765;3;1;;;306;289;404,01
1765;3;1;;;273;273;
1765;28;1;;;292;306;374,44
1765;28;1;;;273;273;
1765;22;1;;;306;289;404,01
1765;28;1;;;306;289;404,01
1765;28;1;;;273;273;
1765;33;1;;;273;273;
1765;28;1;;;306;289;345,11
1765;58;1;;;306;289;333,63
1765;58;1;;;273;273;
1765;28;1;;;289;306;211,02
1765;28;1;;;273;273;
1765;28;1;;;306;289;404,01
1765;28;1;;;306;289;611,70
1765;28;1;;;273;273;
1765;28;1;;;289;306;211,03
1765;28;1;;;273;273;
1765;22;1;;;306;289;420,95
1765;22;1;;;273;273;
1765;1;1;;;203;307;9.204,22
1765;1;1;;;307;203;11.524,29
1765;1;1;;;283;301;1.123,20
1765;1;1;;;301;283;1.379,76
1765;4;1;;;203;307;18,08
1765;4;1;;;203;301;7.221,68
1765;4;1;;;307;203;9.459,05
1765;4;1;;;283;301;1.367,25
1765;4;1;;;301;283;1.155,94
1765;33;1;;;306;289;211,02
1765;33;1;;;273;273;
1765;1;1;;;307;301;13.862,75
1765;1;1;;;301;307;11.537,38
1765;1;1;;;283;301;1.125,80
1765;1;1;;;301;283;1.397,88
1766;30;1;;;306;289;293,03
1766;30;1;;;273;273;
1766;30;1;;;306;289;345,11
1766;30;1;;;273;273;
1766;30;1;;;306;289;286,21
1766;16;1;;;289;307;157,35
1766;16;1;;;273;273;
1766;16;1;;;306;289;338,82
1766;16;1;;;273;273;
1766;16;1;;;273;273;
1766;16;1;;;289;306;211,02
1766;16;1;;;273;273;
1766;16;1;;;306;289;211,02
1767;28;1;;;307;289;252,55
1767;28;1;;;199;301;1.222,82
1767;28;1;;;301;199;1.429,80
1767;28;1;;;203;290;9.170,12
1767;28;1;;;290;203;11.500,81
1767;127;1;;;307;289;155,61
1767;28;1;;;307;289;120,83
1767;129;1;;;307;289;123,79
1767;22;1;;;199;301;1.222,82
1767;22;1;;;301;199;1.429,80
1767;22;1;;;203;290;9.170,12
1767;22;1;;;290;203;11.500,81
1767;28;1;;;273;273;
